"county_fips","per_smoking","pred_outcome"
"17033",17.2,16.8050556182861
"17035",15.8,16.9497547149658
"17037",13,15.0187339782715
"17039",16.1,16.7967014312744
"17041",18.3,16.2660751342773
"17043",9.4,9.5396203994751
"17045",17.5,18.0089244842529
"17047",15.8,19.9050235748291
"17049",13.3,16.5148525238037
"17051",16.1,19.9676818847656
"17053",16.7,17.3982086181641
"17055",20.1,20.9152641296387
"17057",18.5,18.6909713745117
"17059",19.5,20.9720439910889
"17061",18.5,19.4510116577148
"17063",13.5,15.9101343154907
"17065",17.3,18.6319751739502
"17067",14.1,16.4915580749512
"17069",19.2,17.8083209991455
"17071",15.6,15.3977823257446
"17073",13.9,15.9028959274292
"17075",16.7,17.8316211700439
"17077",16.5,15.2420339584351
"17079",14.3,15.9071207046509
"17081",17.6,18.3528099060059
"17083",16.3,16.0695381164551
"17085",13.3,13.6268434524536
"17087",16.6,20.9412422180176
"17089",12,10.6151504516602
"17091",16.2,17.9904365539551
"17093",11.4,12.1133995056152
"17095",17.4,17.5111217498779
"17097",12.9,10.052173614502
"17099",16.1,18.3018798828125
"17101",20.8,20.2772636413574
"17103",17.8,17.3910007476807
"17105",17,17.4409790039062
"17107",17.4,17.6875019073486
"17109",16.1,16.1607723236084
"17111",13.5,12.5836906433105
"17113",13.5,13.6628150939941
"17115",17.2,17.6017971038818
"17117",18.1,18.6956100463867
"17119",13.8,16.369514465332
"17121",18.8,19.8379955291748
"17123",17.6,18.035192489624
"17125",15.8,19.0136470794678
"17127",17.9,19.7936363220215
"17129",15.4,14.8046064376831
"17131",15.6,17.3131771087646
"17133",12.3,12.1368093490601
"17135",18.1,19.2362041473389
"17137",17.3,16.6357135772705
"17139",15.9,17.1609287261963
"17141",17.9,15.3559923171997
"17143",15.5,15.5044822692871
"17145",20.8,19.4144821166992
"17147",13.7,14.6538801193237
"17149",17.6,19.2369213104248
"17151",16.7,20.0395698547363
"17153",19.9,22.7039909362793
"17155",14.2,15.7102556228638
